"","algo","model","method","size","cpt.density","beta","alpha","nbLoops","m1","exec","exec.time","nb.cpts","nb"
"fpop",fpop,exp,,223.606797749979,10,10.8197782844103,1e-09,10,0.01,8,3257368,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,20,10.8197782844103,1e-09,10,0.01,8,1130903,1,6
"fpop",fpop,exp,,223.606797749979,20,10.8197782844103,1e-09,10,0.01,8,3145643,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,30,10.8197782844103,1e-09,10,0.01,8,1291131,1,11
"fpop",fpop,exp,,223.606797749979,30,10.8197782844103,1e-09,10,0.01,8,2957617,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,40,10.8197782844103,1e-09,10,0.01,8,522094,1,5
"fpop",fpop,exp,,223.606797749979,40,10.8197782844103,1e-09,10,0.01,8,3585573,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,50,10.8197782844103,1e-09,10,0.01,8,1167393,1,4
"fpop",fpop,exp,,223.606797749979,50,10.8197782844103,1e-09,10,0.01,8,10917890,1,NA
"dust",dust,exp,detIndex_Eval4,500,0,12.4292161968444,1e-09,10,0.01,8,691629,1,7
"fpop",fpop,exp,,500,0,12.4292161968444,1e-09,10,0.01,8,12331570,1,NA
"dust",dust,exp,detIndex_Eval4,500,10,12.4292161968444,1e-09,10,0.01,8,682281,1,4
"fpop",fpop,exp,,500,10,12.4292161968444,1e-09,10,0.01,8,4143255,1,NA
"dust",dust,exp,detIndex_Eval4,500,20,12.4292161968444,1e-09,10,0.01,8,697246,1,8
"fpop",fpop,exp,,500,20,12.4292161968444,1e-09,10,0.01,8,10358117,1,NA
"dust",dust,exp,detIndex_Eval4,500,30,12.4292161968444,1e-09,10,0.01,8,673712,1,5
"fpop",fpop,exp,,500,30,12.4292161968444,1e-09,10,0.01,8,11979503,1,NA
"dust",dust,exp,detIndex_Eval4,500,40,12.4292161968444,1e-09,10,0.01,8,754359,1,11
"fpop",fpop,exp,,500,40,12.4292161968444,1e-09,10,0.01,8,14437002,1,NA
"dust",dust,exp,detIndex_Eval4,500,50,12.4292161968444,1e-09,10,0.01,8,659485,1,7
"fpop",fpop,exp,,500,50,12.4292161968444,1e-09,10,0.01,8,3456136,1,NA
"dust",dust,exp,detIndex_Eval4,100,0,9.21034037197618,1e-09,10,0.01,9,3627270,1,6
"fpop",fpop,exp,,100,0,9.21034037197618,1e-09,10,0.01,9,8538537,1,NA
"dust",dust,exp,detIndex_Eval4,100,10,9.21034037197618,1e-09,10,0.01,9,438290,1,5
"fpop",fpop,exp,,100,10,9.21034037197618,1e-09,10,0.01,9,8220787,1,NA
"dust",dust,exp,detIndex_Eval4,100,20,9.21034037197618,1e-09,10,0.01,9,426031,1,5
"fpop",fpop,exp,,100,20,9.21034037197618,1e-09,10,0.01,9,2538556,1,NA
"dust",dust,exp,detIndex_Eval4,100,30,9.21034037197618,1e-09,10,0.01,9,1550497,1,10
"fpop",fpop,exp,,100,30,9.21034037197618,1e-09,10,0.01,9,2829820,1,NA
"dust",dust,exp,detIndex_Eval4,100,40,9.21034037197618,1e-09,10,0.01,9,1174978,1,6
"fpop",fpop,exp,,100,40,9.21034037197618,1e-09,10,0.01,9,2703458,1,NA
"dust",dust,exp,detIndex_Eval4,100,50,9.21034037197618,1e-09,10,0.01,9,474288,1,8
"fpop",fpop,exp,,100,50,9.21034037197618,1e-09,10,0.01,9,9140868,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,0,10.8197782844103,1e-09,10,0.01,9,633327,1,9
"fpop",fpop,exp,,223.606797749979,0,10.8197782844103,1e-09,10,0.01,9,3950678,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,10,10.8197782844103,1e-09,10,0.01,9,588186,1,7
"fpop",fpop,exp,,223.606797749979,10,10.8197782844103,1e-09,10,0.01,9,8436898,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,20,10.8197782844103,1e-09,10,0.01,9,551532,1,6
"fpop",fpop,exp,,223.606797749979,20,10.8197782844103,1e-09,10,0.01,9,8581054,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,30,10.8197782844103,1e-09,10,0.01,9,1262759,1,12
"fpop",fpop,exp,,223.606797749979,30,10.8197782844103,1e-09,10,0.01,9,7081192,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,40,10.8197782844103,1e-09,10,0.01,9,609260,1,7
"fpop",fpop,exp,,223.606797749979,40,10.8197782844103,1e-09,10,0.01,9,9448860,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,50,10.8197782844103,1e-09,10,0.01,9,558174,1,10
"fpop",fpop,exp,,223.606797749979,50,10.8197782844103,1e-09,10,0.01,9,8701389,1,NA
"dust",dust,exp,detIndex_Eval4,500,0,12.4292161968444,1e-09,10,0.01,9,596591,1,6
"fpop",fpop,exp,,500,0,12.4292161968444,1e-09,10,0.01,9,10262587,1,NA
"dust",dust,exp,detIndex_Eval4,500,10,12.4292161968444,1e-09,10,0.01,9,1711586,1,10
"fpop",fpop,exp,,500,10,12.4292161968444,1e-09,10,0.01,9,7515587,1,NA
"dust",dust,exp,detIndex_Eval4,500,20,12.4292161968444,1e-09,10,0.01,9,1468087,1,7
"fpop",fpop,exp,,500,20,12.4292161968444,1e-09,10,0.01,9,4177203,1,NA
"dust",dust,exp,detIndex_Eval4,500,30,12.4292161968444,1e-09,10,0.01,9,590031,1,6
"fpop",fpop,exp,,500,30,12.4292161968444,1e-09,10,0.01,9,4649851,1,NA
"dust",dust,exp,detIndex_Eval4,500,40,12.4292161968444,1e-09,10,0.01,9,1126926,1,7
"fpop",fpop,exp,,500,40,12.4292161968444,1e-09,10,0.01,9,9018237,1,NA
"dust",dust,exp,detIndex_Eval4,500,50,12.4292161968444,1e-09,10,0.01,9,1814783,1,11
"fpop",fpop,exp,,500,50,12.4292161968444,1e-09,10,0.01,9,4376217,1,NA
"dust",dust,exp,detIndex_Eval4,100,0,9.21034037197618,1e-09,10,0.01,10,1763164,1,5
"fpop",fpop,exp,,100,0,9.21034037197618,1e-09,10,0.01,10,9290067,1,NA
"dust",dust,exp,detIndex_Eval4,100,10,9.21034037197618,1e-09,10,0.01,10,1098021,1,8
"fpop",fpop,exp,,100,10,9.21034037197618,1e-09,10,0.01,10,2659547,1,NA
"dust",dust,exp,detIndex_Eval4,100,20,9.21034037197618,1e-09,10,0.01,10,513361,1,6
"fpop",fpop,exp,,100,20,9.21034037197618,1e-09,10,0.01,10,4891505,1,NA
"dust",dust,exp,detIndex_Eval4,100,30,9.21034037197618,1e-09,10,0.01,10,480397,1,4
"fpop",fpop,exp,,100,30,9.21034037197618,1e-09,10,0.01,10,2538761,1,NA
"dust",dust,exp,detIndex_Eval4,100,40,9.21034037197618,1e-09,10,0.01,10,468425,1,8
"fpop",fpop,exp,,100,40,9.21034037197618,1e-09,10,0.01,10,11174714,1,NA
"dust",dust,exp,detIndex_Eval4,100,50,9.21034037197618,1e-09,10,0.01,10,525292,1,5
"fpop",fpop,exp,,100,50,9.21034037197618,1e-09,10,0.01,10,8974818,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,0,10.8197782844103,1e-09,10,0.01,10,571089,1,3
"fpop",fpop,exp,,223.606797749979,0,10.8197782844103,1e-09,10,0.01,10,3267495,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,10,10.8197782844103,1e-09,10,0.01,10,950995,1,7
"fpop",fpop,exp,,223.606797749979,10,10.8197782844103,1e-09,10,0.01,10,6293213,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,20,10.8197782844103,1e-09,10,0.01,10,1431310,1,7
"fpop",fpop,exp,,223.606797749979,20,10.8197782844103,1e-09,10,0.01,10,3193818,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,30,10.8197782844103,1e-09,10,0.01,10,1081785,1,7
"fpop",fpop,exp,,223.606797749979,30,10.8197782844103,1e-09,10,0.01,10,6308301,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,40,10.8197782844103,1e-09,10,0.01,10,1310975,1,5
"fpop",fpop,exp,,223.606797749979,40,10.8197782844103,1e-09,10,0.01,10,2923751,1,NA
"dust",dust,exp,detIndex_Eval4,223.606797749979,50,10.8197782844103,1e-09,10,0.01,10,491385,1,7
"fpop",fpop,exp,,223.606797749979,50,10.8197782844103,1e-09,10,0.01,10,3646663,1,NA
"dust",dust,exp,detIndex_Eval4,500,0,12.4292161968444,1e-09,10,0.01,10,1868903,1,8
"fpop",fpop,exp,,500,0,12.4292161968444,1e-09,10,0.01,10,3908448,1,NA
"dust",dust,exp,detIndex_Eval4,500,10,12.4292161968444,1e-09,10,0.01,10,2618465,1,6
"fpop",fpop,exp,,500,10,12.4292161968444,1e-09,10,0.01,10,5522167,1,NA
"dust",dust,exp,detIndex_Eval4,500,20,12.4292161968444,1e-09,10,0.01,10,696303,1,8
"fpop",fpop,exp,,500,20,12.4292161968444,1e-09,10,0.01,10,5384530,1,NA
"dust",dust,exp,detIndex_Eval4,500,30,12.4292161968444,1e-09,10,0.01,10,918195,1,7
"fpop",fpop,exp,,500,30,12.4292161968444,1e-09,10,0.01,10,7964209,1,NA
"dust",dust,exp,detIndex_Eval4,500,40,12.4292161968444,1e-09,10,0.01,10,680108,1,8
"fpop",fpop,exp,,500,40,12.4292161968444,1e-09,10,0.01,10,14672670,1,NA
"dust",dust,exp,detIndex_Eval4,500,50,12.4292161968444,1e-09,10,0.01,10,1642419,1,8
"fpop",fpop,exp,,500,50,12.4292161968444,1e-09,10,0.01,10,8875557,1,NA
