"","algo","model","method","size","cpt.density","beta","alpha","nbLoops","m1","exec","exec.time","nb.cpts","nb"
"dust",dust,poisson,detIndex_Eval4,100,50,3.07011345732539,1e-09,10,0.01,8,1119874,2,9
"fpop",fpop,poisson,,100,50,3.07011345732539,1e-09,10,0.01,8,4741814,2,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,0,3.60659276147009,1e-09,10,0.01,8,2148728,1,7
"fpop",fpop,poisson,,223.606797749979,0,3.60659276147009,1e-09,10,0.01,8,3381393,1,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,10,3.60659276147009,1e-09,10,0.01,8,1205195,9,9
"fpop",fpop,poisson,,223.606797749979,10,3.60659276147009,1e-09,10,0.01,8,10819039,1,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,20,3.60659276147009,1e-09,10,0.01,8,491795,11,8
"fpop",fpop,poisson,,223.606797749979,20,3.60659276147009,1e-09,10,0.01,8,6923793,1,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,30,3.60659276147009,1e-09,10,0.01,8,499134,8,5
"fpop",fpop,poisson,,223.606797749979,30,3.60659276147009,1e-09,10,0.01,8,9778541,4,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,40,3.60659276147009,1e-09,10,0.01,8,538863,4,6
"fpop",fpop,poisson,,223.606797749979,40,3.60659276147009,1e-09,10,0.01,8,3667778,4,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,50,3.60659276147009,1e-09,10,0.01,8,557887,6,5
"fpop",fpop,poisson,,223.606797749979,50,3.60659276147009,1e-09,10,0.01,8,6763483,1,NA
"dust",dust,poisson,detIndex_Eval4,500,0,4.14307206561479,1e-09,10,0.01,8,11711650,1,5
"fpop",fpop,poisson,,500,0,4.14307206561479,1e-09,10,0.01,8,7255401,1,NA
"dust",dust,poisson,detIndex_Eval4,500,10,4.14307206561479,1e-09,10,0.01,8,4134727,12,11
"fpop",fpop,poisson,,500,10,4.14307206561479,1e-09,10,0.01,8,20339977,1,NA
"dust",dust,poisson,detIndex_Eval4,500,20,4.14307206561479,1e-09,10,0.01,8,720862,6,10
"fpop",fpop,poisson,,500,20,4.14307206561479,1e-09,10,0.01,8,15344168,1,NA
"dust",dust,poisson,detIndex_Eval4,500,30,4.14307206561479,1e-09,10,0.01,8,914956,12,13
"fpop",fpop,poisson,,500,30,4.14307206561479,1e-09,10,0.01,8,12428371,1,NA
"dust",dust,poisson,detIndex_Eval4,500,40,4.14307206561479,1e-09,10,0.01,8,759730,13,7
"fpop",fpop,poisson,,500,40,4.14307206561479,1e-09,10,0.01,8,8460227,4,NA
"dust",dust,poisson,detIndex_Eval4,500,50,4.14307206561479,1e-09,10,0.01,8,652392,10,7
"fpop",fpop,poisson,,500,50,4.14307206561479,1e-09,10,0.01,8,5003927,6,NA
"dust",dust,poisson,detIndex_Eval4,100,0,3.07011345732539,1e-09,10,0.01,9,1226802,1,7
"fpop",fpop,poisson,,100,0,3.07011345732539,1e-09,10,0.01,9,7752116,1,NA
"dust",dust,poisson,detIndex_Eval4,100,10,3.07011345732539,1e-09,10,0.01,9,477609,6,6
"fpop",fpop,poisson,,100,10,3.07011345732539,1e-09,10,0.01,9,2708296,1,NA
"dust",dust,poisson,detIndex_Eval4,100,20,3.07011345732539,1e-09,10,0.01,9,1304456,5,5
"fpop",fpop,poisson,,100,20,3.07011345732539,1e-09,10,0.01,9,2707353,1,NA
"dust",dust,poisson,detIndex_Eval4,100,30,3.07011345732539,1e-09,10,0.01,9,502373,4,6
"fpop",fpop,poisson,,100,30,3.07011345732539,1e-09,10,0.01,9,5355953,2,NA
"dust",dust,poisson,detIndex_Eval4,100,40,3.07011345732539,1e-09,10,0.01,9,501512,6,8
"fpop",fpop,poisson,,100,40,3.07011345732539,1e-09,10,0.01,9,3291357,3,NA
"dust",dust,poisson,detIndex_Eval4,100,50,3.07011345732539,1e-09,10,0.01,9,3762898,2,4
"fpop",fpop,poisson,,100,50,3.07011345732539,1e-09,10,0.01,9,13095236,2,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,0,3.60659276147009,1e-09,10,0.01,9,1533113,1,12
"fpop",fpop,poisson,,223.606797749979,0,3.60659276147009,1e-09,10,0.01,9,3239451,1,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,10,3.60659276147009,1e-09,10,0.01,9,3166758,4,13
"fpop",fpop,poisson,,223.606797749979,10,3.60659276147009,1e-09,10,0.01,9,3010302,2,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,20,3.60659276147009,1e-09,10,0.01,9,1103023,8,11
"fpop",fpop,poisson,,223.606797749979,20,3.60659276147009,1e-09,10,0.01,9,3847768,1,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,30,3.60659276147009,1e-09,10,0.01,9,566866,7,7
"fpop",fpop,poisson,,223.606797749979,30,3.60659276147009,1e-09,10,0.01,9,8585441,3,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,40,3.60659276147009,1e-09,10,0.01,9,1844180,8,4
"fpop",fpop,poisson,,223.606797749979,40,3.60659276147009,1e-09,10,0.01,9,3295457,6,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,50,3.60659276147009,1e-09,10,0.01,9,528736,5,7
"fpop",fpop,poisson,,223.606797749979,50,3.60659276147009,1e-09,10,0.01,9,3289225,3,NA
"dust",dust,poisson,detIndex_Eval4,500,0,4.14307206561479,1e-09,10,0.01,9,1555950,1,7
"fpop",fpop,poisson,,500,0,4.14307206561479,1e-09,10,0.01,9,4117917,1,NA
"dust",dust,poisson,detIndex_Eval4,500,10,4.14307206561479,1e-09,10,0.01,9,1049723,2,11
"fpop",fpop,poisson,,500,10,4.14307206561479,1e-09,10,0.01,9,12487657,1,NA
"dust",dust,poisson,detIndex_Eval4,500,20,4.14307206561479,1e-09,10,0.01,9,704011,15,4
"fpop",fpop,poisson,,500,20,4.14307206561479,1e-09,10,0.01,9,4565309,1,NA
"dust",dust,poisson,detIndex_Eval4,500,30,4.14307206561479,1e-09,10,0.01,9,1441560,10,9
"fpop",fpop,poisson,,500,30,4.14307206561479,1e-09,10,0.01,9,8656002,4,NA
"dust",dust,poisson,detIndex_Eval4,500,40,4.14307206561479,1e-09,10,0.01,9,1423438,16,7
"fpop",fpop,poisson,,500,40,4.14307206561479,1e-09,10,0.01,9,14136595,1,NA
"dust",dust,poisson,detIndex_Eval4,500,50,4.14307206561479,1e-09,10,0.01,9,712334,10,12
"fpop",fpop,poisson,,500,50,4.14307206561479,1e-09,10,0.01,9,4511681,2,NA
"dust",dust,poisson,detIndex_Eval4,100,0,3.07011345732539,1e-09,10,0.01,10,1280594,3,8
"fpop",fpop,poisson,,100,0,3.07011345732539,1e-09,10,0.01,10,5511015,1,NA
"dust",dust,poisson,detIndex_Eval4,100,10,3.07011345732539,1e-09,10,0.01,10,433124,1,9
"fpop",fpop,poisson,,100,10,3.07011345732539,1e-09,10,0.01,10,5570055,1,NA
"dust",dust,poisson,detIndex_Eval4,100,20,3.07011345732539,1e-09,10,0.01,10,1162760,5,6
"fpop",fpop,poisson,,100,20,3.07011345732539,1e-09,10,0.01,10,7430758,1,NA
"dust",dust,poisson,detIndex_Eval4,100,30,3.07011345732539,1e-09,10,0.01,10,1126926,4,7
"fpop",fpop,poisson,,100,30,3.07011345732539,1e-09,10,0.01,10,2890582,1,NA
"dust",dust,poisson,detIndex_Eval4,100,40,3.07011345732539,1e-09,10,0.01,10,558010,4,7
"fpop",fpop,poisson,,100,40,3.07011345732539,1e-09,10,0.01,10,4453297,3,NA
"dust",dust,poisson,detIndex_Eval4,100,50,3.07011345732539,1e-09,10,0.01,10,490934,4,6
"fpop",fpop,poisson,,100,50,3.07011345732539,1e-09,10,0.01,10,19285006,2,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,0,3.60659276147009,1e-09,10,0.01,10,529720,1,8
"fpop",fpop,poisson,,223.606797749979,0,3.60659276147009,1e-09,10,0.01,10,3606852,1,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,10,3.60659276147009,1e-09,10,0.01,10,3413455,7,8
"fpop",fpop,poisson,,223.606797749979,10,3.60659276147009,1e-09,10,0.01,10,14570293,1,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,20,3.60659276147009,1e-09,10,0.01,10,1972141,9,5
"fpop",fpop,poisson,,223.606797749979,20,3.60659276147009,1e-09,10,0.01,10,6449013,1,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,30,3.60659276147009,1e-09,10,0.01,10,566702,6,7
"fpop",fpop,poisson,,223.606797749979,30,3.60659276147009,1e-09,10,0.01,10,5013644,1,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,40,3.60659276147009,1e-09,10,0.01,10,587489,7,3
"fpop",fpop,poisson,,223.606797749979,40,3.60659276147009,1e-09,10,0.01,10,13963493,5,NA
"dust",dust,poisson,detIndex_Eval4,223.606797749979,50,3.60659276147009,1e-09,10,0.01,10,3265076,8,3
"fpop",fpop,poisson,,223.606797749979,50,3.60659276147009,1e-09,10,0.01,10,8807374,2,NA
"dust",dust,poisson,detIndex_Eval4,500,0,4.14307206561479,1e-09,10,0.01,10,8273554,1,9
"fpop",fpop,poisson,,500,0,4.14307206561479,1e-09,10,0.01,10,19573195,1,NA
"dust",dust,poisson,detIndex_Eval4,500,10,4.14307206561479,1e-09,10,0.01,10,1691004,6,8
"fpop",fpop,poisson,,500,10,4.14307206561479,1e-09,10,0.01,10,24081104,1,NA
"dust",dust,poisson,detIndex_Eval4,500,20,4.14307206561479,1e-09,10,0.01,10,673876,11,6
"fpop",fpop,poisson,,500,20,4.14307206561479,1e-09,10,0.01,10,10291738,1,NA
"dust",dust,poisson,detIndex_Eval4,500,30,4.14307206561479,1e-09,10,0.01,10,3277540,20,5
"fpop",fpop,poisson,,500,30,4.14307206561479,1e-09,10,0.01,10,4634312,1,NA
"dust",dust,poisson,detIndex_Eval4,500,40,4.14307206561479,1e-09,10,0.01,10,2300141,14,10
"fpop",fpop,poisson,,500,40,4.14307206561479,1e-09,10,0.01,10,9822903,6,NA
"dust",dust,poisson,detIndex_Eval4,500,50,4.14307206561479,1e-09,10,0.01,10,1815931,12,10
"fpop",fpop,poisson,,500,50,4.14307206561479,1e-09,10,0.01,10,4281589,7,NA
