"","algo","model","method","size","cpt.density","beta","alpha","nbLoops","m1","exec","exec.time","nb.cpts","nb"
"dust",dust,negbin,detIndex_Eval4,100,50,0.921034037197618,1e-09,10,0.01,8,514058,4,3
"fpop",fpop,negbin,,100,50,0.921034037197618,1e-09,10,0.01,8,8822134,2,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,0,1.08197782844103,1e-09,10,0.01,8,21315326,1,4
"fpop",fpop,negbin,,223.606797749979,0,1.08197782844103,1e-09,10,0.01,8,11625058,1,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,10,1.08197782844103,1e-09,10,0.01,8,633532,9,7
"fpop",fpop,negbin,,223.606797749979,10,1.08197782844103,1e-09,10,0.01,8,3960272,1,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,20,1.08197782844103,1e-09,10,0.01,8,554894,13,5
"fpop",fpop,negbin,,223.606797749979,20,1.08197782844103,1e-09,10,0.01,8,3792418,1,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,30,1.08197782844103,1e-09,10,0.01,8,1700475,8,5
"fpop",fpop,negbin,,223.606797749979,30,1.08197782844103,1e-09,10,0.01,8,15162374,1,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,40,1.08197782844103,1e-09,10,0.01,8,1874561,7,4
"fpop",fpop,negbin,,223.606797749979,40,1.08197782844103,1e-09,10,0.01,8,3509026,1,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,50,1.08197782844103,1e-09,10,0.01,8,1346194,5,6
"fpop",fpop,negbin,,223.606797749979,50,1.08197782844103,1e-09,10,0.01,8,16429151,5,NA
"dust",dust,negbin,detIndex_Eval4,500,0,1.24292161968444,1e-09,10,0.01,8,628038,1,8
"fpop",fpop,negbin,,500,0,1.24292161968444,1e-09,10,0.01,8,9267230,1,NA
"dust",dust,negbin,detIndex_Eval4,500,10,1.24292161968444,1e-09,10,0.01,8,1921465,15,11
"fpop",fpop,negbin,,500,10,1.24292161968444,1e-09,10,0.01,8,10179849,1,NA
"dust",dust,negbin,detIndex_Eval4,500,20,1.24292161968444,1e-09,10,0.01,8,880352,27,5
"fpop",fpop,negbin,,500,20,1.24292161968444,1e-09,10,0.01,8,11119692,1,NA
"dust",dust,negbin,detIndex_Eval4,500,30,1.24292161968444,1e-09,10,0.01,8,760017,19,5
"fpop",fpop,negbin,,500,30,1.24292161968444,1e-09,10,0.01,8,31514486,3,NA
"dust",dust,negbin,detIndex_Eval4,500,40,1.24292161968444,1e-09,10,0.01,8,1928230,14,6
"fpop",fpop,negbin,,500,40,1.24292161968444,1e-09,10,0.01,8,5250952,10,NA
"dust",dust,negbin,detIndex_Eval4,500,50,1.24292161968444,1e-09,10,0.01,8,1763574,14,8
"fpop",fpop,negbin,,500,50,1.24292161968444,1e-09,10,0.01,8,4434027,10,NA
"dust",dust,negbin,detIndex_Eval4,100,0,0.921034037197618,1e-09,10,0.01,9,6341224,1,5
"fpop",fpop,negbin,,100,0,0.921034037197618,1e-09,10,0.01,9,5192404,1,NA
"dust",dust,negbin,detIndex_Eval4,100,10,0.921034037197618,1e-09,10,0.01,9,542922,7,2
"fpop",fpop,negbin,,100,10,0.921034037197618,1e-09,10,0.01,9,2608871,1,NA
"dust",dust,negbin,detIndex_Eval4,100,20,0.921034037197618,1e-09,10,0.01,9,542266,6,4
"fpop",fpop,negbin,,100,20,0.921034037197618,1e-09,10,0.01,9,16793026,1,NA
"dust",dust,negbin,detIndex_Eval4,100,30,0.921034037197618,1e-09,10,0.01,9,515288,4,3
"fpop",fpop,negbin,,100,30,0.921034037197618,1e-09,10,0.01,9,2668813,1,NA
"dust",dust,negbin,detIndex_Eval4,100,40,0.921034037197618,1e-09,10,0.01,9,475067,3,4
"fpop",fpop,negbin,,100,40,0.921034037197618,1e-09,10,0.01,9,5933971,3,NA
"dust",dust,negbin,detIndex_Eval4,100,50,0.921034037197618,1e-09,10,0.01,9,639887,2,6
"fpop",fpop,negbin,,100,50,0.921034037197618,1e-09,10,0.01,9,2949171,2,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,0,1.08197782844103,1e-09,10,0.01,9,573918,1,7
"fpop",fpop,negbin,,223.606797749979,0,1.08197782844103,1e-09,10,0.01,9,3529116,1,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,10,1.08197782844103,1e-09,10,0.01,9,496346,11,4
"fpop",fpop,negbin,,223.606797749979,10,1.08197782844103,1e-09,10,0.01,9,5818433,1,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,20,1.08197782844103,1e-09,10,0.01,9,1259315,7,8
"fpop",fpop,negbin,,223.606797749979,20,1.08197782844103,1e-09,10,0.01,9,3507345,1,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,30,1.08197782844103,1e-09,10,0.01,9,468056,9,5
"fpop",fpop,negbin,,223.606797749979,30,1.08197782844103,1e-09,10,0.01,9,19445767,2,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,40,1.08197782844103,1e-09,10,0.01,9,541569,6,6
"fpop",fpop,negbin,,223.606797749979,40,1.08197782844103,1e-09,10,0.01,9,18074194,4,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,50,1.08197782844103,1e-09,10,0.01,9,1216798,6,5
"fpop",fpop,negbin,,223.606797749979,50,1.08197782844103,1e-09,10,0.01,9,18448196,5,NA
"dust",dust,negbin,detIndex_Eval4,500,0,1.24292161968444,1e-09,10,0.01,9,15263316,1,7
"fpop",fpop,negbin,,500,0,1.24292161968444,1e-09,10,0.01,9,18975866,1,NA
"dust",dust,negbin,detIndex_Eval4,500,10,1.24292161968444,1e-09,10,0.01,9,16585935,14,11
"fpop",fpop,negbin,,500,10,1.24292161968444,1e-09,10,0.01,9,24705780,1,NA
"dust",dust,negbin,detIndex_Eval4,500,20,1.24292161968444,1e-09,10,0.01,9,596673,24,3
"fpop",fpop,negbin,,500,20,1.24292161968444,1e-09,10,0.01,9,5770791,1,NA
"dust",dust,negbin,detIndex_Eval4,500,30,1.24292161968444,1e-09,10,0.01,9,2177387,18,3
"fpop",fpop,negbin,,500,30,1.24292161968444,1e-09,10,0.01,9,6462215,1,NA
"dust",dust,negbin,detIndex_Eval4,500,40,1.24292161968444,1e-09,10,0.01,9,1830158,14,3
"fpop",fpop,negbin,,500,40,1.24292161968444,1e-09,10,0.01,9,16433661,7,NA
"dust",dust,negbin,detIndex_Eval4,500,50,1.24292161968444,1e-09,10,0.01,9,816679,12,7
"fpop",fpop,negbin,,500,50,1.24292161968444,1e-09,10,0.01,9,5486825,10,NA
"dust",dust,negbin,detIndex_Eval4,100,0,0.921034037197618,1e-09,10,0.01,10,3850556,1,6
"fpop",fpop,negbin,,100,0,0.921034037197618,1e-09,10,0.01,10,15249417,1,NA
"dust",dust,negbin,detIndex_Eval4,100,10,0.921034037197618,1e-09,10,0.01,10,615246,8,8
"fpop",fpop,negbin,,100,10,0.921034037197618,1e-09,10,0.01,10,5581371,1,NA
"dust",dust,negbin,detIndex_Eval4,100,20,0.921034037197618,1e-09,10,0.01,10,1200931,7,5
"fpop",fpop,negbin,,100,20,0.921034037197618,1e-09,10,0.01,10,3140149,1,NA
"dust",dust,negbin,detIndex_Eval4,100,30,0.921034037197618,1e-09,10,0.01,10,470024,4,5
"fpop",fpop,negbin,,100,30,0.921034037197618,1e-09,10,0.01,10,3648836,1,NA
"dust",dust,negbin,detIndex_Eval4,100,40,0.921034037197618,1e-09,10,0.01,10,552393,3,6
"fpop",fpop,negbin,,100,40,0.921034037197618,1e-09,10,0.01,10,2804523,3,NA
"dust",dust,negbin,detIndex_Eval4,100,50,0.921034037197618,1e-09,10,0.01,10,531196,4,6
"fpop",fpop,negbin,,100,50,0.921034037197618,1e-09,10,0.01,10,2860775,2,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,0,1.08197782844103,1e-09,10,0.01,10,597042,1,6
"fpop",fpop,negbin,,223.606797749979,0,1.08197782844103,1e-09,10,0.01,10,3623170,1,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,10,1.08197782844103,1e-09,10,0.01,10,653007,13,6
"fpop",fpop,negbin,,223.606797749979,10,1.08197782844103,1e-09,10,0.01,10,10392270,1,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,20,1.08197782844103,1e-09,10,0.01,10,1304989,16,5
"fpop",fpop,negbin,,223.606797749979,20,1.08197782844103,1e-09,10,0.01,10,3412717,1,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,30,1.08197782844103,1e-09,10,0.01,10,398725,8,6
"fpop",fpop,negbin,,223.606797749979,30,1.08197782844103,1e-09,10,0.01,10,10539132,1,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,40,1.08197782844103,1e-09,10,0.01,10,491016,8,4
"fpop",fpop,negbin,,223.606797749979,40,1.08197782844103,1e-09,10,0.01,10,8056090,6,NA
"dust",dust,negbin,detIndex_Eval4,223.606797749979,50,1.08197782844103,1e-09,10,0.01,10,660100,5,4
"fpop",fpop,negbin,,223.606797749979,50,1.08197782844103,1e-09,10,0.01,10,12265683,5,NA
"dust",dust,negbin,detIndex_Eval4,500,0,1.24292161968444,1e-09,10,0.01,10,3785694,1,5
"fpop",fpop,negbin,,500,0,1.24292161968444,1e-09,10,0.01,10,8512215,1,NA
"dust",dust,negbin,detIndex_Eval4,500,10,1.24292161968444,1e-09,10,0.01,10,794375,11,4
"fpop",fpop,negbin,,500,10,1.24292161968444,1e-09,10,0.01,10,14343112,1,NA
"dust",dust,negbin,detIndex_Eval4,500,20,1.24292161968444,1e-09,10,0.01,10,580027,22,3
"fpop",fpop,negbin,,500,20,1.24292161968444,1e-09,10,0.01,10,5645331,1,NA
"dust",dust,negbin,detIndex_Eval4,500,30,1.24292161968444,1e-09,10,0.01,10,1082933,17,2
"fpop",fpop,negbin,,500,30,1.24292161968444,1e-09,10,0.01,10,5679279,2,NA
"dust",dust,negbin,detIndex_Eval4,500,40,1.24292161968444,1e-09,10,0.01,10,1627659,15,5
"fpop",fpop,negbin,,500,40,1.24292161968444,1e-09,10,0.01,10,11186768,13,NA
"dust",dust,negbin,detIndex_Eval4,500,50,1.24292161968444,1e-09,10,0.01,10,1255092,10,4
"fpop",fpop,negbin,,500,50,1.24292161968444,1e-09,10,0.01,10,4415536,10,NA
