"","algo","model","method","size","cpt.density","beta","alpha","nbLoops","m1","exec","exec.time","nb.cpts","nb"
"dust",dust,gauss,detIndex_Eval1,223.606797749979,10,10.8197782844103,1e-09,10,0.01,8,505038,1,9
"fpop",fpop,gauss,,223.606797749979,10,10.8197782844103,1e-09,10,0.01,8,227099,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,20,10.8197782844103,1e-09,10,0.01,8,528244,1,4
"fpop",fpop,gauss,,223.606797749979,20,10.8197782844103,1e-09,10,0.01,8,146821,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,30,10.8197782844103,1e-09,10,0.01,8,508769,1,7
"fpop",fpop,gauss,,223.606797749979,30,10.8197782844103,1e-09,10,0.01,8,387614,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,40,10.8197782844103,1e-09,10,0.01,8,1654760,1,12
"fpop",fpop,gauss,,223.606797749979,40,10.8197782844103,1e-09,10,0.01,8,147518,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,50,10.8197782844103,1e-09,10,0.01,8,1474114,2,12
"fpop",fpop,gauss,,223.606797749979,50,10.8197782844103,1e-09,10,0.01,8,171913,1,NA
"dust",dust,gauss,detIndex_Eval1,500,0,12.4292161968444,1e-09,10,0.01,8,683347,1,10
"fpop",fpop,gauss,,500,0,12.4292161968444,1e-09,10,0.01,8,259530,1,NA
"dust",dust,gauss,detIndex_Eval1,500,10,12.4292161968444,1e-09,10,0.01,8,562725,1,7
"fpop",fpop,gauss,,500,10,12.4292161968444,1e-09,10,0.01,8,695032,1,NA
"dust",dust,gauss,detIndex_Eval1,500,20,12.4292161968444,1e-09,10,0.01,8,6855897,1,8
"fpop",fpop,gauss,,500,20,12.4292161968444,1e-09,10,0.01,8,254979,1,NA
"dust",dust,gauss,detIndex_Eval1,500,30,12.4292161968444,1e-09,10,0.01,8,1794939,3,6
"fpop",fpop,gauss,,500,30,12.4292161968444,1e-09,10,0.01,8,322957,1,NA
"dust",dust,gauss,detIndex_Eval1,500,40,12.4292161968444,1e-09,10,0.01,8,1328605,1,7
"fpop",fpop,gauss,,500,40,12.4292161968444,1e-09,10,0.01,8,283392,1,NA
"dust",dust,gauss,detIndex_Eval1,500,50,12.4292161968444,1e-09,10,0.01,8,4633205,1,16
"fpop",fpop,gauss,,500,50,12.4292161968444,1e-09,10,0.01,8,223368,1,NA
"dust",dust,gauss,detIndex_Eval1,100,0,9.21034037197618,1e-09,10,0.01,9,5055382,1,5
"fpop",fpop,gauss,,100,0,9.21034037197618,1e-09,10,0.01,9,501348,1,NA
"dust",dust,gauss,detIndex_Eval1,100,10,9.21034037197618,1e-09,10,0.01,9,488269,1,4
"fpop",fpop,gauss,,100,10,9.21034037197618,1e-09,10,0.01,9,125952,1,NA
"dust",dust,gauss,detIndex_Eval1,100,20,9.21034037197618,1e-09,10,0.01,9,1748117,1,9
"fpop",fpop,gauss,,100,20,9.21034037197618,1e-09,10,0.01,9,286754,1,NA
"dust",dust,gauss,detIndex_Eval1,100,30,9.21034037197618,1e-09,10,0.01,9,457355,1,9
"fpop",fpop,gauss,,100,30,9.21034037197618,1e-09,10,0.01,9,150183,1,NA
"dust",dust,gauss,detIndex_Eval1,100,40,9.21034037197618,1e-09,10,0.01,9,428614,1,8
"fpop",fpop,gauss,,100,40,9.21034037197618,1e-09,10,0.01,9,135218,1,NA
"dust",dust,gauss,detIndex_Eval1,100,50,9.21034037197618,1e-09,10,0.01,9,403645,2,8
"fpop",fpop,gauss,,100,50,9.21034037197618,1e-09,10,0.01,9,107256,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,0,10.8197782844103,1e-09,10,0.01,9,451164,1,9
"fpop",fpop,gauss,,223.606797749979,0,10.8197782844103,1e-09,10,0.01,9,469450,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,10,10.8197782844103,1e-09,10,0.01,9,486506,1,10
"fpop",fpop,gauss,,223.606797749979,10,10.8197782844103,1e-09,10,0.01,9,610531,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,20,10.8197782844103,1e-09,10,0.01,9,506186,1,7
"fpop",fpop,gauss,,223.606797749979,20,10.8197782844103,1e-09,10,0.01,9,147928,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,30,10.8197782844103,1e-09,10,0.01,9,525292,1,5
"fpop",fpop,gauss,,223.606797749979,30,10.8197782844103,1e-09,10,0.01,9,161950,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,40,10.8197782844103,1e-09,10,0.01,9,608481,1,8
"fpop",fpop,gauss,,223.606797749979,40,10.8197782844103,1e-09,10,0.01,9,201556,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,50,10.8197782844103,1e-09,10,0.01,9,4338538,1,9
"fpop",fpop,gauss,,223.606797749979,50,10.8197782844103,1e-09,10,0.01,9,358463,1,NA
"dust",dust,gauss,detIndex_Eval1,500,0,12.4292161968444,1e-09,10,0.01,9,1306834,1,7
"fpop",fpop,gauss,,500,0,12.4292161968444,1e-09,10,0.01,9,229559,1,NA
"dust",dust,gauss,detIndex_Eval1,500,10,12.4292161968444,1e-09,10,0.01,9,487326,1,4
"fpop",fpop,gauss,,500,10,12.4292161968444,1e-09,10,0.01,9,604504,1,NA
"dust",dust,gauss,detIndex_Eval1,500,20,12.4292161968444,1e-09,10,0.01,9,511516,1,8
"fpop",fpop,gauss,,500,20,12.4292161968444,1e-09,10,0.01,9,2024908,1,NA
"dust",dust,gauss,detIndex_Eval1,500,30,12.4292161968444,1e-09,10,0.01,9,444645,1,5
"fpop",fpop,gauss,,500,30,12.4292161968444,1e-09,10,0.01,9,293601,1,NA
"dust",dust,gauss,detIndex_Eval1,500,40,12.4292161968444,1e-09,10,0.01,9,1949222,1,8
"fpop",fpop,gauss,,500,40,12.4292161968444,1e-09,10,0.01,9,207173,1,NA
"dust",dust,gauss,detIndex_Eval1,500,50,12.4292161968444,1e-09,10,0.01,9,14275790,2,14
"fpop",fpop,gauss,,500,50,12.4292161968444,1e-09,10,0.01,9,252929,1,NA
"dust",dust,gauss,detIndex_Eval1,100,0,9.21034037197618,1e-09,10,0.01,10,1113314,1,5
"fpop",fpop,gauss,,100,0,9.21034037197618,1e-09,10,0.01,10,1014381,1,NA
"dust",dust,gauss,detIndex_Eval1,100,10,9.21034037197618,1e-09,10,0.01,10,543701,1,6
"fpop",fpop,gauss,,100,10,9.21034037197618,1e-09,10,0.01,10,114431,1,NA
"dust",dust,gauss,detIndex_Eval1,100,20,9.21034037197618,1e-09,10,0.01,10,1104458,1,6
"fpop",fpop,gauss,,100,20,9.21034037197618,1e-09,10,0.01,10,174865,1,NA
"dust",dust,gauss,detIndex_Eval1,100,30,9.21034037197618,1e-09,10,0.01,10,1323070,1,9
"fpop",fpop,gauss,,100,30,9.21034037197618,1e-09,10,0.01,10,107338,1,NA
"dust",dust,gauss,detIndex_Eval1,100,40,9.21034037197618,1e-09,10,0.01,10,512623,1,7
"fpop",fpop,gauss,,100,40,9.21034037197618,1e-09,10,0.01,10,167157,1,NA
"dust",dust,gauss,detIndex_Eval1,100,50,9.21034037197618,1e-09,10,0.01,10,1229139,2,6
"fpop",fpop,gauss,,100,50,9.21034037197618,1e-09,10,0.01,10,251043,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,0,10.8197782844103,1e-09,10,0.01,10,1290270,1,7
"fpop",fpop,gauss,,223.606797749979,0,10.8197782844103,1e-09,10,0.01,10,454321,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,10,10.8197782844103,1e-09,10,0.01,10,473386,1,10
"fpop",fpop,gauss,,223.606797749979,10,10.8197782844103,1e-09,10,0.01,10,371952,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,20,10.8197782844103,1e-09,10,0.01,10,2432817,1,7
"fpop",fpop,gauss,,223.606797749979,20,10.8197782844103,1e-09,10,0.01,10,158137,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,30,10.8197782844103,1e-09,10,0.01,10,590769,1,5
"fpop",fpop,gauss,,223.606797749979,30,10.8197782844103,1e-09,10,0.01,10,264286,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,40,10.8197782844103,1e-09,10,0.01,10,1053454,1,8
"fpop",fpop,gauss,,223.606797749979,40,10.8197782844103,1e-09,10,0.01,10,376257,1,NA
"dust",dust,gauss,detIndex_Eval1,223.606797749979,50,10.8197782844103,1e-09,10,0.01,10,400406,4,6
"fpop",fpop,gauss,,223.606797749979,50,10.8197782844103,1e-09,10,0.01,10,537715,1,NA
"dust",dust,gauss,detIndex_Eval1,500,0,12.4292161968444,1e-09,10,0.01,10,516436,1,9
"fpop",fpop,gauss,,500,0,12.4292161968444,1e-09,10,0.01,10,1323931,1,NA
"dust",dust,gauss,detIndex_Eval1,500,10,12.4292161968444,1e-09,10,0.01,10,547432,1,11
"fpop",fpop,gauss,,500,10,12.4292161968444,1e-09,10,0.01,10,302293,1,NA
"dust",dust,gauss,detIndex_Eval1,500,20,12.4292161968444,1e-09,10,0.01,10,535050,1,7
"fpop",fpop,gauss,,500,20,12.4292161968444,1e-09,10,0.01,10,583676,1,NA
"dust",dust,gauss,detIndex_Eval1,500,30,12.4292161968444,1e-09,10,0.01,10,1229918,1,6
"fpop",fpop,gauss,,500,30,12.4292161968444,1e-09,10,0.01,10,856736,1,NA
"dust",dust,gauss,detIndex_Eval1,500,40,12.4292161968444,1e-09,10,0.01,10,436773,1,7
"fpop",fpop,gauss,,500,40,12.4292161968444,1e-09,10,0.01,10,236570,1,NA
"dust",dust,gauss,detIndex_Eval1,500,50,12.4292161968444,1e-09,10,0.01,10,1454024,1,9
"fpop",fpop,gauss,,500,50,12.4292161968444,1e-09,10,0.01,10,218489,1,NA
